Berlau,Berloch,,
Berlinchen,Barlinek,52.98333333,15.2
Bernabeck,Brnaze,43.67611111,16.65194444
Bernarditz,Bernartice,,
Berndtshöhe,Wierzchno,,
Berneck;Pernek,Pernek,48.36666667,17.15
Bernetzreith,Pernolec,49.7741667,12.6797222
Berneuchen,Barnówko,52.78444444,14.76888889
Bernhagen,Ostrzyca,,
Bernhau,Barnov,,
Bernklau,Bezvěrov,49.995,13.05888889
Bernsee,Breń,,
Bernstein,Pełczyce;Pelczyce,53.04444444,15.30277778
Bersenberg,Starý Tekov,48.25,18.53333282
Berseneck,Bezedek,45.86552048,18.58609962
Bersewitz,Kalinovac,46.03333282,17.11666679
Bertholdsdorf,Bertotovce,49.01666667,21.03333333
Berzel,Ceglédbercel,,
Besdan,Bezdan,45.85,18.93333333
Beseditz,Besedice,50.6275,15.21
Besikau,Bezděkov,,
Besinge,Bőszénfa,46.242223,17.85011
Beskiden,Beskydy,,
Besow,Bzowo,,
Bessenitz,Bezednice,,
Bestiensee,Glinik,,
Betendorf,Bijacovce,49.03333333,20.8
Bethanien,Rajsko,49.17388916,13.50222206
Bethelsdorf,Betlanovce,48.96666667,20.38333333
Bethlehem,Betlejem,31.703056,35.195556
Bethweiler,Bethonvilliers,47.6811,6.9628
Betler,Betliar,48.7,20.51666667
Betsche,Pszczew,52.46666667,15.76666667
Bettelgrün,Chudeřín,,
Bettenhoven,Battincourt,,
Bettlern,Žebrák,49.86666667,13.88333333
Beudra,Novo Miloševo,45.71972222,20.30194444
Beustrin,Bystrzyna,53.82055556,15.79388889
Beuten,Brťoví,49.5308333,16.37
Beuthen an der Oder,Bytom Odrzański,51.73333333,15.83333333
Beuthen,Bytom,50.38333333,18.9
Beweringen,Bobrowniki,52.77666667,18.95722222
Bewersdorf,Bobrowniki,52.77666667,18.95722222
Bezdekau,Bezděkov,,
Bezdek,Bezděk,,
Bialla,Biała Piska,53.61666667,22.06666667
Bialutten,Białuty,,
Bialystok,Białystok,53.11666667,23.15
Bibalist,Koritna,,
Bibersburg,Červený Kameň;Častá,49.08333333,18.18333333
Biebersdorf,Bobrowniki,52.77666667,18.95722222
Bieberswalde,Liwa,,
Biehals,Bieganów,,
Bielau,Bílov,,
Bielendorf,Bielice,,
Bielenz,Bílence,50.42388916,13.50611115
Bielitz;Bielitz-Biala,Bielsko-Biała,49.8225,19.04444444
Bieloschitz,Bělušice,,
Bielostok,Białystok,53.11666667,23.15
Bienenthal,Včelnička,49.30611111,15.04305556
Bierbrunn,Výborná,49.23333333,20.39583333
Bieschin,Běšiny,49.30333333,13.31166667
Bieschtin,Běštín,49.8,14.01666667
Biesen,Bledzew,52.51666667,15.4
Bieskau,Nowa Cerekwia,50.08333333,17.91666667
Bietsch,Biecz,49.73333333,21.26666667
